FACIL,REC$TYPE,PROVINCE,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
1242,A,61,5,Government/public,Rural,No,3901412,Health Center,Public,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.272727272727273,3,0,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,11,11,0,113,113
1243,A,61,Health centre,4,Rural,No,116618,Hospital,Private/NGO,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, ,Yes,Yes,.454545454545455,28,3,3,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,102,71,0,215,215
1244,A,61,Health centre,NGO/ Private not for profit,9,9,0,Hospital,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1245,A,61,5,4,Rural,No,3901412,Health Center,Private/NGO,No,No,Yes,No,Yes,No,No,No,No, ,No,No,No,Yes,No,Yes,No,Yes,Yes,No, ,No,No,No,No,No,No,No,Yes,No, ,1,0,0,0,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No, , ,No, ,2,0, , 
1246,A,61,Health centre,4,Urban,No,116618,Hospital,Private/NGO,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,.454545454545455,36,7,5,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,No,Yes,88,113,0,227,227
1247,A,61,Health post,4,Urban,No,305429,Hospital,Private/NGO,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes, ,Yes,Yes,.363636363636364,14,5,2,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,42,35,0,90,90
1248,A,61,Health post,Government/public,Urban,No,305429,Hospital,Public,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,Yes,.636363636363636,11,4,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,13,22,0,45,45
1249,A,61,Health post,Government/public,Urban,No,553937,Hospital,Public,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No,.636363636363636,9,0,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,20,20,0,3,3
1250,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,Yes,Yes,No,No, ,Yes,No,.545454545454545,9,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,22,14,0,46,46
1251,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,No,No, ,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,Yes,.454545454545455,2,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,22,10,0,28,28
1252,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,Yes,No, ,Yes,Yes,.272727272727273,8,2,1,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,25,16,0,32,32
1253,A,61,Hospital,Government/public,Urban,No,116618,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,Yes,.818181818181818,155,9,6,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,205,237,6,593,593
1254,A,61,5,Government/public,Urban,No,3901412,Health Center,Public,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,No,.363636363636364,4,2,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,18,9,0, , 
1255,A,61,Health centre,4,Urban,No,116618,Hospital,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.636363636363636,55,6,7,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,120,108,1,365,365
1256,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No, ,No, ,.272727272727273,14,0,1,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,34,26,1,56,56
1257,A,61,Health hut,4,Rural,No,3901412,Health Center,Private/NGO,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes,No,Yes,No,No, ,No,No,.818181818181818,9,2,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,12,16,0,206,206
1258,A,61,Health hut,4,Rural,No,553937,Health Center,Private/NGO,Yes,No, ,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.636363636363636,11,0,2,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,18,24,0,231,231
1259,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,No,No, ,Yes,No,.545454545454545,11,4,2,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No, ,Yes,45,27,1,48,48
1260,A,61,5,Government/public,Rural,No,3901412,Health Center,Public,No,Yes, ,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.272727272727273,2,0,1,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,Yes,7,12,0,25,25
1261,A,61,Health centre,NGO/ Private not for profit,9,9,0,Hospital,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1262,A,61,Health hut,4,Urban,No,553937,Health Center,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No, ,Yes,No,.727272727272727,13,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,38,23,0,84,84
1263,A,61,Health post,4,Urban,No,305429,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,Yes,.272727272727273,10,0,1,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,27,18,0,131,131
1264,A,61,Health centre,4,Urban,No,116618,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes,.636363636363636,65,5,9,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,Yes,87,111,2,277,277
1265,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,Yes,No,.181818181818182,12,0,3,0,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,Yes,19,22,0,35,35
1266,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes, ,No,No,.272727272727273,6,2,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,42,15,0,57,57
1267,A,61,Health centre,4,Urban,No,116618,Hospital,Private/NGO,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,No,.636363636363636,70,12,10,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,160,143,2,408,408
1268,A,61,Health post,4,Urban,No,305429,Hospital,Private/NGO,No,No, ,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,No,.636363636363636,12,1,0,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,31,27,0,52,52
1269,A,61,Health post,Government/public,Urban,No,305429,Hospital,Public,No,No, ,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.545454545454545,13,3,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,17,27,0,49,49
1270,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,Yes,.636363636363636,6,0,2,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No,Yes,Yes,Yes,Yes,22,15,0,5,5
1271,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,No,No,.454545454545455,13,2,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,28,26,1,56,56
1272,A,61,Health post,4,Urban,No,305429,Hospital,Private/NGO,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.909090909090909,100,9,8,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,222,172,1,482,482
1273,A,61,Health post,Private for profit,Urban,No,305429,Hospital,Private/NGO,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.545454545454545,9,2,2,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,16,18,1,46,46
1274,A,61,Health post,4,Urban,No,305429,Hospital,Private/NGO,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.454545454545455,37,2,5,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,53,71,0,169,169
1275,A,61,5,Government/public,Urban,No,3901412,Health Center,Public, ,No, ,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No, ,3,0,1,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,Yes,12,7,0,14,14
1276,A,61,Health hut,4,Rural,No,553937,Health Center,Private/NGO,No,No,Yes,No,Yes,Yes,No,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,Yes,No, ,11,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36,21,0,168,168
1277,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,Yes,.545454545454545,33,3,6,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,130,70,0,448,448
1278,A,61,Health centre,NGO/ Private not for profit,9,9,0,Hospital,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1279,A,61,5,4,Rural,No,3901412,Health Center,Private/NGO,No,No,Yes,Yes,Yes,Yes, ,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,No,No,.363636363636364,5,0,1,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,Yes,16,13,0,124,124
1280,A,61,Health hut,4,Rural,No,553937,Health Center,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.727272727272727,11,0,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,20,0,110,110
1281,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No, ,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.545454545454545,17,1,2,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,52,31,0,154,154
1282,A,61,5,Government/public,Rural,No,3901412,Health Center,Public,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,No,.363636363636364,5,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,8,13,0, , 
1283,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes,.454545454545455,40,3,3,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,128,72,0,307,307
1284,A,61,Health hut,Government/public,Rural,No,553937,Health Center,Public,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes, ,Yes,No,.454545454545455,11,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,22,21,0,186,186
1285,A,61,5,Government/public,Rural,No,3901412,Health Center,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No, , ,No,.363636363636364,3,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,17,8,0,40,40
1286,A,61,Health hut,Government/public,Rural,No,553937,Health Center,Public,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No, ,Yes,No,.545454545454545,17,1,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,76,34,0,212,212
1287,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No,Yes,No,Yes,No,No,Yes, ,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes, ,101,11,8,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,246,182,1,503,503
1288,A,61,Health hut,Government/public,Rural,No,553937,Health Center,Public,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,No, ,Yes,No,.454545454545455,6,1,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24,14,0,83,83
1289,A,61,Health post,4,Rural,No,305429,Hospital,Private/NGO,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,Yes,No,.545454545454545,11,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,45,19,0,88,88
1290,A,61,Health hut,4,Rural,No,553937,Health Center,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,Yes,Yes,.545454545454545,16,0,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,62,24,0,222,222
1291,A,61,5,4,Rural,No,3901412,Health Center,Private/NGO,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No, ,Yes,No,.363636363636364,4,0,0,3,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,9,8,0,24,24
1292,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,No,Yes,.454545454545455,23,2,3,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,62,51,0,135,135
1293,A,61,Health post,4,Rural,No,305429,Hospital,Private/NGO,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.454545454545455,7,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,20,17,0,75,75
1294,A,61,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No, ,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,Yes,.545454545454545,17,2,3,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,44,33,0,240,240
1295,A,61,Health hut,Government/public,Rural,No,553937,Health Center,Public,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,Yes,No, ,Yes,No,.454545454545455,5,0,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,10,10,0,107,107
1296,A,61,Health centre,Government/public,Urban,No,116618,Hospital,Public,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, , ,No,.636363636363636,28,3,4,1,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,100,54,1,370,370
1297,A,61,5,4,Rural,No,3901412,Health Center,Private/NGO,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes, ,No,No,No,Yes,No,Yes, ,Yes,No,.0909090909090909,3,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No, ,No,Yes,No,Yes,15,7,0,47,47
1298,A,61,5,Government/public,Rural,No,3901412,Health Center,Public,Yes,No,No,No,Yes,No,No,No,No, ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,No,No, ,4,1,1,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No, ,Yes,Yes,Yes, , ,Yes,8,6,0,34,34
1299,A,61,Health post,4,Rural,No,305429,Hospital,Private/NGO,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No, ,Yes,No,.545454545454545,9,4,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,28,22,0,51,51
