FACIL,REC$TYPE,DEPART,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
1020,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,No,Yes,Yes,No, ,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.272727272727273,1,3,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,Yes,No, ,No,4,11,1, , 
1021,A,Nord-Ouest,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,Yes,Yes,Yes,Yes, ,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No, ,No, ,4,0, , 
1022,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,No,Yes,No, ,No,No, ,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes, , ,No, ,3,0, , 
1023,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes,Yes,.363636363636364,0,5,0,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No, ,No, ,17,0, , 
1024,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes, ,No,No, ,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,Yes, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No, ,Yes,Yes,No, , ,No,1,3,0, , 
1025,A,Nord-Ouest,Health post,Government/public,Urban,No,996044,Hospital,Public,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,Yes,Yes,.181818181818182,8,18,4,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,Yes,45,44,0,299,299
1026,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,Yes,No,Yes,No, ,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No, ,No, ,4,0, , 
1027,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,Yes,Yes,Yes,No, ,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No, ,No, ,9,0, , 
1028,A,Nord-Ouest,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,Yes,Yes,No,Yes,Yes, ,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,2,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No, ,No, ,13,0, , 
1029,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,Yes,Yes,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,4,0, , 
1032,A,Nord-Ouest,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,No,Yes, , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,2,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No, , ,No, ,10,0, , 
1034,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,No,No,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes, ,No, , , , ,No,No,No, ,Yes,No, ,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,Yes,2,3,0,9,9
1035,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,No,No,Yes, , , , ,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,No, ,6,0, , 
1036,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,No,No,.636363636363636,1,2,1,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No, ,6,0, , 
1037,A,Nippes,5,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,Yes,1,6,19,6,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,28,41,0,34,34
1038,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,Yes,Yes,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,3,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,3,0, , 
1039,A,Nippes,6,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,No,No,No,No,No, ,Yes,No,.909090909090909,2,4,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,Yes,2,11,0,0,0
1040,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,Yes,No, ,Yes,No,.545454545454545,1,4,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,Yes,4,7,0,8,8
1041,A,Nippes,7,Government/public,Rural,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1043,A,Nippes,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,No, , , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,Yes,No,No,No,No, ,1,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No, , ,No, ,9,1, , 
1044,A,Nippes,5,Government/public,Rural,No,996044,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,No,No,Yes,No,No, ,Yes,Yes,.454545454545455,4,9,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10,26,0,11,11
1045,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,Yes, ,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No, ,7,0, , 
1046,A,Nippes,5,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,No,Yes,No, ,Yes,Yes,.727272727272727,2,1,1,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,Yes,6,6,0,15,15
1047,A,Nippes,7,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No, ,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes,.545454545454545,0,5,2,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No,No, ,No, ,7,0, , 
1048,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No, ,No,No, ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No, ,Yes,No,No, , ,No,1,1,0, , 
1049,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,No, , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,1,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,No, ,1,0, , 
1050,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,Yes,No, ,No,1,1,0, , 
1051,A,Nippes,5,4,Rural,Yes,996044,Health Center/post,Private/NGO,No,No,Yes,No,Yes,No,No,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes, ,3,5,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,11,16,0,9998,9998
1052,A,Nippes,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,No,.454545454545455,1,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No,1,5,0, , 
1053,A,Nippes,Health centre,Government/public,Urban,Yes,996044,Hospital,Public,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No, ,Yes, ,.454545454545455,20,44,2,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,40,79,0,0,0
1054,A,Nippes,7,Government/public,Urban,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes,No,.545454545454545,1,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No, ,No, ,3,1, , 
1055,A,Nippes,5,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,No,No,Yes,No,.636363636363636,1,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No, ,5,1, , 
1056,A,Nippes,6,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,.818181818181818,2,6,2,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,Yes,Yes,Yes,No,3,14,3, , 
1058,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No, ,1,0, , 
1059,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No, ,5,0, , 
1060,A,Nippes,Health post,Private for profit,Urban,No,996044,Hospital,Private/NGO,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,.909090909090909,6,13,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2,34,2, , 
1061,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes,No,.454545454545455,0,1,0,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No, ,1,0, , 
1062,A,Nippes,5,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,Yes,No, ,Yes,Yes,.636363636363636,3,6,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No, ,Yes,6,11,0,17,17
1063,A,Nippes,5,Government/public,Urban,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,.909090909090909,3,11,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,2,51,1, , 
1064,A,Nippes,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,Yes,No,Yes,Yes,Yes, ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,Yes,Yes,No, ,9,0, , 
1066,A,Nippes,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No, ,No, ,4,0, , 
1067,A,Nippes,Health post,Government/public,Urban,No,996044,Hospital,Public,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,5,10,2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,32,30,0,17,17
2000,A,Ouest,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,No, , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,Yes,No,Yes,No,Yes,Yes, ,1,1,0,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes, , ,No, ,2,0, , 
2001,A,Ouest,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,No,No,No,No,No, ,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No, ,No, ,1,5,1,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No, ,Yes, , ,No, ,8,0, , 
2002,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.363636363636364,1,2,0,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,3,0, , 
2003,A,Ouest,6,Private for profit,Rural,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2004,A,Ouest,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,No, , , , ,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,1,3,0,0,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No, , ,No, ,4,0, , 
2005,A,Ouest,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,No,No,No, , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,4,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,No, ,10,0, , 
2007,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,No, ,4,1,0,3,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No, ,No,No, ,No,3,8,1, , 
2008,A,Ouest,5,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes, ,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, , ,5,8,2,5,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,No, ,No,3,20,0, , 
2009,A,Ouest,5,Private for profit,Urban,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2010,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,No,No,.272727272727273,3,7,2,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,No, ,Yes,6,14,0,0,0
2011,A,Ouest,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,No,No,Yes,No,No,No, ,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No, ,Yes,Yes,No, , ,No, ,1,0, , 
2012,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,No,No,Yes,No,Yes,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.545454545454545,1,2,0,1,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No, ,5,1, , 
2013,A,Ouest,6,Private for profit,Rural,No,1032263,Health Center/post,Private/NGO, ,Yes,Yes,No,Yes,No,No, , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,Yes, ,2,1,0,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No, , ,No, ,4,0, , 
2016,A,Ouest,Health hut,Private for profit,Rural,No,1032263,Hospital,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,Yes, ,Yes, ,.636363636363636,9,15,6,8,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,20,43,9,9998,9998
2017,A,Ouest,6,Private for profit,Rural,No,1032263,Health Center/post,Private/NGO, ,No,Yes,No,No,Yes, , , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,No, ,2,3,0,0,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,Yes, , ,No,1,6,2, , 
2018,A,Ouest,6,Private for profit,Rural,No,1032263,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,No,No,.454545454545455,2,6,0,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No,3,9,1, , 
2019,A,Ouest,6,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes,No,.272727272727273,3,0,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,4,2, , 
2020,A,Ouest,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes, ,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,Yes,Yes,Yes,No,Yes,Yes,.818181818181818,1,3,0,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No, ,No, ,8,0, , 
2021,A,Ouest,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,.454545454545455,2,2,0,1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No,5,32,2, , 
