FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
60413,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,No,No,Yes,Yes, ,No, , , ,No,No,Yes,No,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,1, , , , 
60414,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,Yes,No,No,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,1, , , , 
60415,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,Yes,No,No,No, ,No, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,Yes, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60416,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,No,No,No,No, ,No,No, , ,No,No,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,No,No,No,No,No,No,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No, , , , , 
60417,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,Yes,No,Yes,No, ,Yes, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,Yes, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,No, ,Yes,No,No,No, ,No,1, , , , 
60418,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,Yes,No,No,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60419,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,No,No,No,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,No,No, , , , , , , , ,Yes,No,Yes, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60420,A,Kolda,Health hut,Government/public,Rural, ,1415290,Health Center/post,Public,No,No,No,Yes, ,No,No, , ,No,No,Yes,No,No, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,No,No,No,No,No,No,No,No,No, , , , , , , , ,No, ,Yes,No,No,No, ,No, , , , , 
60421,A,Louga,Health hut,Government/public,Rural, ,1528103,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,Yes, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , , , , , ,Yes,Yes,No, ,Yes,No, ,No,4, , , , 
60422,A,Louga,Health hut,Government/public,Rural, ,1528103,Health Center/post,Public,Yes,No,No,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,No, , , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, , , , , , , , ,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3, , , , 
60423,A,Louga,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60424,A,Louga,Health hut,Government/public,Rural, ,1528103,Health Center/post,Public,No,No,No,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , , 
60425,A,Louga,Health hut,Government/public,Rural, ,1528103,Health Center/post,Public,No,No,Yes,No, ,No, , , ,Yes,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , , 
60426,A,Matam,Health hut,Government/public,Rural, ,1271710,Health Center/post,Public,Yes,Yes,Yes,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,No, , , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,No,No, ,Yes,Yes,Yes,No,1, , , , 
60427,A,Matam,Health hut,Government/public,Rural, ,1271710,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,Yes,No,No,No,Yes, , , ,Yes,Yes, , , , , , , , ,No,No,No, , , , , ,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,No,No, ,Yes,Yes,Yes,No, , , , , 
60428,A,Saint Louis,Health hut,Government/public,Rural, ,910709,Health Center/post,Public,Yes,No,Yes,Yes, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,No,No, , , , , ,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,Yes,Yes,Yes,No, , , , , 
60429,A,Saint Louis,Health hut,Government/public,Rural, ,910709,Health Center/post,Public,No,No,No,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, , , , , 
60430,A,Saint Louis,Health hut,Government/public,Rural, ,910709,Health Center/post,Public,No,No,No,No, ,No, , , ,Yes,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, , , , , 
60431,A,Saint Louis,Health hut,Government/public,Rural, ,910709,Health Center/post,Public,Yes,No,Yes,Yes, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,Yes, , , , , , , , ,No,No,Yes, , , , , ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes, , , , , , , , ,Yes,Yes,Yes,No,Yes,No, ,No, , , , , 
60432,A,Saint Louis,Health hut,Government/public,Rural, ,910709,Health Center/post,Public,Yes,No,Yes,No, ,Yes, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No,3, , , , 
60433,A,Sediou,Health hut,Government/public,Rural, ,607139,Health Center/post,Public,Yes,Yes,Yes,Yes, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,Yes, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No, , , , , 
60434,A,Sediou,Health hut,Government/public,Rural, ,607139,Health Center/post,Public,Yes,No,Yes,Yes, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,No,Yes,No, , , , , ,Yes,No,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No, , , , , 
60435,A,Sediou,Health hut,Government/public,Rural, ,607139,Health Center/post,Public,Yes,No,Yes,Yes, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,Yes, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,No, ,No, ,No,Yes,Yes,No, , , , , 
60436,A,Sediou,Health hut,Government/public,Rural, ,607139,Health Center/post,Public,Yes,No,Yes,Yes, ,No,No, , ,No,Yes,Yes,Yes,No, , , ,Yes,Yes, , , , , , , , ,No,Yes,No, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No, , , , , 
60437,A,Sediou,Health hut,Government/public,Rural, ,607139,Health Center/post,Public,Yes,No,Yes,Yes, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,Yes, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,No, ,No,Yes,Yes,No, , , , , 
60438,A,Tambacounda,Health hut,Government/public,Rural, ,1189664,Health Center/post,Public,No,No,Yes,No, ,No, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , , ,No,No, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, , , , , , , , ,Yes,Yes,No, ,Yes,No, ,Yes,4, , ,9998,9998
60439,A,Tambacounda,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60440,A,Tambacounda,Health hut,Government/public,Rural, ,1189664,Health Center/post,Public,No,No,Yes,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,No,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, , , , , 
60441,A,Tambacounda,Health hut,Government/public,Rural, ,1189664,Health Center/post,Public,Yes,No,Yes,No,No,No,No, , ,No,No,No,No,No, , , ,No,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,No,No,No,No,No,No,No,No,No,No, , , , , , , , ,Yes,No,No, ,No,No, ,No,1, , , , 
60442,A,Tambacounda,Health hut,Government/public,Rural, ,1189664,Health Center/post,Public,Yes,Yes,No,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , , ,No,No, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1, , ,0,0
60443,A,Thies,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60444,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public, ,No,No,Yes, ,No, , , ,No,Yes,No,No,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No, , , , , 
60445,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,No,Yes,Yes, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes,Yes, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , , , , , ,Yes,Yes,Yes,No,Yes,Yes,Yes,No,6, , , , 
60446,A,Thies,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60447,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,No,No,Yes, ,No, , , ,No,Yes,No,No,Yes, , , ,No,No, , , , , , , , ,No,No,No, , , , , ,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,No, ,No,No, ,No, , , , , 
60448,A,Thies,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60449,A,Thies,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60450,A,Thies,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60451,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,No, ,Yes,Yes,Yes,No,1, , , , 
60452,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,Yes,Yes,Yes,No,1, , , , 
60453,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,Yes,Yes,No, ,No, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,No,No,Yes, , , , , ,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No, , , , , , , , ,Yes,Yes,Yes,No,Yes,No, ,No, , , , , 
60454,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,No,Yes,Yes, ,Yes, , , ,No,Yes,Yes,Yes,Yes, , , ,No,Yes, , , , , , , , ,No,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,No, ,No, ,No,No, ,No, , , , , 
60455,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,Yes,Yes,Yes, ,Yes, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , , , , , ,Yes,No,No, ,No,No, ,No,5, , , , 
60456,A,Thies,Health hut,Government/public,Rural, ,1303617,Health Center/post,Public,Yes,No,Yes,No, ,Yes, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,No,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No,1, , , , 
60457,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,No,Yes,No, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No, , , , , 
60458,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,Yes,Yes,No, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,Yes, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No, , , , , 
60459,A,Ziguinchor,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60460,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,No,Yes,Yes, ,Yes, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,Yes,Yes,Yes, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,No, ,No,No, ,No,2, , , , 
60461,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,Yes,Yes,Yes, ,Yes, , , ,No,Yes,Yes,No,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,Yes, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No, , , , , 
60462,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,Yes,Yes,Yes, ,Yes, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes,Yes, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , , , , , ,Yes,Yes,No, ,No,No, ,No,4, , , , 
60463,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,No,Yes,Yes, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes,Yes, , , , , ,No,Yes,No,No,No,Yes,No,No,No,No,No, , , , , , , , ,No, ,No, ,No,No, ,No,6, , , , 
60464,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,Yes,Yes,Yes, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,No,No,No,Yes,No,No,No,No,No, , , , , , , , ,Yes,No,No, ,No,Yes,Yes,No,3, , , , 
60465,A,Ziguinchor,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60466,A,Ziguinchor,Health hut,Government/public,Rural, ,548681,Health Center/post,Public,Yes,Yes,Yes,No, ,Yes,No, , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No, , , , , , , , ,Yes,No,No, ,No,Yes,Yes,No,1, , , , 
